application_id,group,annual_income,credit_score,employment_length,debt_to_income,revolving_util,num_credit_lines,loan_amount,home_ownership,loan_purpose,age,defaulted
L62844,A,"$87,485",677.0,2 years,0.145,0.206,11,25000,MORTGAGE,debt_consolidation,46,0
L62276,A,"$122,044",621.0,2 years,0.445,0.643,16,20800,MORTGAGE,debt_consolidation,46,1
L63417,B,"$84,712",693.0,< 1 year,0.474,0.251,5,24600,MORTGAGE,debt_consolidation,42,1
L60593,A,"$48,256",720.0,3 years,0.447,0.247,7,20000,Mortgage,debt_consolidation,30,0
L60469,A,"$42,844",740.0,10+ years,0.212,0.571,9,17500,RENT,debt_consolidation,36,0
L65102,A,"$78,152",727.0,9 years,0.288,0.321,12,20900,rent,debt_consolidation,23,0
L62369,A,"$73,974",716.0,2 years,0.531,0.331,12,21900,MORTGAGE,debt_consolidation,54,1
L62396,A,"$66,054",728.0,10+ years,0.26,0.355,11,3800,mortgage,credit_card,46,0
L63739,A,"$43,755",702.0,8 years,0.162,0.554,13,5800,MORTGAGE,other,57,1
L63468,B,"$43,483",629.0,10+ years,0.288,0.524,4,20800,MORTGAGE,credit_card,18,0
L62273,B,"$38,674",630.0,8 years,0.437,0.683,14,23400,RENT,home_improvement,39,1
L62955,A,"$79,946",715.0,7 years,0.335,0.479,3,28200,OWN,debt_consolidation,46,0
L64424,A,"$56,801",826.0,3 years,0.23,0.545,10,1600,RENT,debt_consolidation,57,0
L60164,A,"$22,291",811.0,< 1 year,0.326,0.186,13,25100,RENT,other,31,0
L61484,A,"$26,394",797.0,10+ years,0.361,0.132,7,19100,MORTGAGE,Other,42,0
L64346,A,"$91,274",732.0,5 years,0.243,0.362,10,8500,OWN,debt_consolidation,53,0
L61968,A,"$68,359",736.0,7 years,0.215,0.444,3,20000,MORTGAGE,debt_consolidation,43,0
L64124,A,"$67,326",686.0,10+ years,0.122,0.104,10,11000,Own,debt_consolidation,41,0
L63293,B,"$79,275",772.0,10+ years,0.279,0.108,7,17200,MORTGAGE,credit_card,48,0
L64740,B,"$40,496",663.0,10+ years,0.488,0.478,4,13900,Rent,other,44,1
L61060,A,"$47,598",775.0,2 years,0.265,0.356,11,1000,MORTGAGE,major_purchase,49,0
L62427,B,"$35,941",564.0,< 1 year,0.581,0.375,10,11700,MORTGAGE,other,68,1
L62762,B,"$96,431",709.0,8 years,0.403,0.267,16,9400,RENT,credit_card,42,0
L62174,B,"$55,501",677.0,< 1 year,0.272,0.257,6,9100,MORTGAGE,major_purchase,57,0
L62226,A,"$73,571",766.0,10+ years,0.333,0.569,8,8700,Own,credit card,52,0
L63419,B,"$107,186",674.0,7 years,0.296,0.557,5,25500,MORTGAGE,Other,58,0
L61931,B,"$45,454",637.0,10+ years,0.037,0.425,4,8600,mortgage,home_improvement,40,0
L61824,A,"$51,439",730.0,5 years,0.348,0.535,6,1000,Rent,home_improvement,39,0
L63663,B,"$79,689",567.0,6 years,0.221,0.55,5,8600,MORTGAGE,other,37,1
L65049,B,"$20,939",738.0,6 years,0.406,0.597,8,11300,Rent,major_purchase,31,0
L63329,A,"$18,034",758.0,3 years,0.191,0.209,8,21600,Rent,Major Purchase,56,1
L61761,A,"$79,306",680.0,4 years,0.39,0.712,7,11700,RENT,debt consolidation,47,0
L61574,B,"$87,387",587.0,9 years,0.232,0.477,7,10900,RENT,debt_consolidation,57,0
L64454,A,"$35,108",483.0,6 years,0.151,0.128,8,22300,OWN,debt_consolidation,18,0
L61115,B,"$88,697",806.0,8 years,0.414,0.251,7,7900,OWN,credit_card,38,0
L64639,B,"$40,175",755.0,3 years,0.251,0.416,10,14500,MORTGAGE,credit_card,32,0
L63070,A,"$43,276",837.0,7 years,0.366,0.383,8,14700,RENT,home_improvement,43,0
L63662,A,"$58,805",667.0,4 years,0.245,0.322,8,12200,mortgage,debt_consolidation,79,1
L61227,A,"$46,280",816.0,3 years,0.234,0.082,10,13900,Rent,other,63,0
L64186,A,"$71,658",651.0,2 years,0.196,0.783,7,7400,OWN,other,32,0
L63206,B,"$79,266",626.0,2 years,0.43,0.661,14,17500,mortgage,credit card,34,1
L62571,B,"$45,232",630.0,< 1 year,0.421,0.516,6,27600,RENT,Major Purchase,19,1
L60000,B,"$191,789",564.0,< 1 year,0.2,0.818,7,22900,MORTGAGE,major_purchase,38,0
L61645,A,"$37,507",638.0,7 years,0.242,0.1,9,20800,RENT,credit_card,38,0
L63497,B,"$62,196",,10 years,0.148,0.798,9,13300,rent,medical,62,0
L60682,B,"$27,583",793.0,8 years,0.446,0.755,5,8500,MORTGAGE,credit_card,39,0
L64678,A,"$77,881",645.0,7 years,0.258,0.302,9,29800,RENT,major_purchase,61,0
L60381,A,"$136,303",665.0,2 years,0.119,0.213,14,26600,mortgage,major_purchase,56,0
L61491,B,"$40,797",674.0,< 1 year,0.024,0.408,6,19800,RENT,Major Purchase,35,0
L64041,A,"$61,044",704.0,3 years,0.352,0.623,8,23700,OWN,other,54,0
L60704,A,"$48,913",801.0,7 years,0.396,0.28,10,10100,RENT,debt_consolidation,47,0
L64614,A,"$34,581",664.0,5 years,0.159,0.522,7,4200,MORTGAGE,other,55,0
L60618,A,"$53,182",634.0,10 years,0.29,0.389,11,18800,Rent,debt_consolidation,50,0
L64958,A,"$102,494",653.0,10+ years,0.289,0.513,9,14300,MORTGAGE,credit_card,48,0
L61644,A,"$56,596",632.0,6 years,0.26,0.271,7,24800,RENT,Debt Consolidation,47,0
L61509,A,n/a,691.0,7 years,0.19,0.322,6,21900,RENT,Debt Consolidation,66,0
L60223,B,"$47,184",645.0,8 years,0.5,0.687,6,23400,rent,debt_consolidation,51,1
L64843,A,"$87,361",754.0,3 years,0.197,0.434,5,16000,MORTGAGE,credit_card,50,0
L64309,B,"$84,976",591.0,10+ years,0.212,0.583,10,11000,MORTGAGE,home_improvement,54,0
L60572,B,"$166,590",663.0,8 years,0.28,0.061,9,23700,MORTGAGE,debt consolidation,38,0
L63592,A,"$46,856",681.0,9 years,0.272,0.726,7,13500,Rent,other,36,1
L60077,B,"$78,852",718.0,4 years,0.288,0.02,15,11200,rent,medical,32,0
L64620,B,"$87,444",546.0,,0.35,0.388,8,1000,RENT,Home Improvement,22,0
L61024,A,"$42,512",624.0,7 years,0.523,0.434,8,23900,MORTGAGE,other,30,1
L60439,A,"$53,385",778.0,3 years,0.198,0.714,5,22800,MORTGAGE,debt_consolidation,29,1
L64509,A,"$51,850",617.0,8 years,0.412,0.729,3,13300,MORTGAGE,home_improvement,52,0
L62684,A,"$55,815",703.0,10 years,0.275,0.331,7,15700,MORTGAGE,credit_card,25,1
L63505,A,"$29,082",732.0,1 years,0.216,0.516,7,11500,Mortgage,medical,55,0
L60342,B,n/a,596.0,< 1 year,0.247,0.205,11,5100,RENT,major_purchase,37,1
L60474,A,"$33,565",658.0,4 years,0.273,0.261,10,43400,RENT,medical,33,0
L63623,A,"$32,759",708.0,2 years,0.416,0.041,11,10300,RENT,home_improvement,38,0
L62345,B,"$49,920",679.0,4 years,0.42,0.523,11,11600,RENT,debt_consolidation,41,0
L62593,A,"$49,955",681.0,6 years,0.313,0.693,5,11000,RENT,other,35,0
L62591,B,"$37,465",806.0,8 years,0.398,0.433,10,8400,own,credit_card,53,0
L63886,B,"$171,842",742.0,< 1 year,0.11,0.839,8,7300,rent,other,46,0
L62642,A,"$47,335",743.0,9 years,0.203,0.703,6,18400,MORTGAGE,major_purchase,55,1
L61858,B,"$28,545",679.0,< 1 year,0.281,0.022,5,7600,MORTGAGE,credit_card,18,0
L62860,A,"$41,632",680.0,2 years,0.192,0.119,4,10400,RENT,other,71,0
L60490,B,"$29,439",733.0,1 years,0.418,0.205,4,8100,rent,other,32,0
L64756,A,"$104,603",668.0,4 years,0.191,0.238,8,29900,MORTGAGE,home_improvement,51,0
L63680,A,"$135,235",645.0,7 years,0.456,0.628,4,17000,MORTGAGE,debt_consolidation,56,1
L64630,A,"$54,832",771.0,10+ years,0.0,0.236,13,18100,OWN,medical,39,0
L60373,A,"$76,075",775.0,6 years,0.183,0.353,10,23800,MORTGAGE,debt_consolidation,43,0
L62442,A,"$58,210",669.0,10+ years,0.185,0.362,9,13400,RENT,credit_card,52,0
L60685,A,"$56,335",712.0,5 years,0.412,0.0,5,16700,Mortgage,debt_consolidation,31,1
L65002,B,"$44,532",678.0,8 years,0.259,0.339,7,15100,Rent,other,45,0
L60254,A,"$96,309",713.0,6 years,0.146,0.0,9,2400,MORTGAGE,debt consolidation,34,0
L64579,A,"$37,156",710.0,10+ years,0.214,0.529,15,17600,MORTGAGE,Major Purchase,36,0
L60001,B,"$124,043",659.0,5 years,0.136,0.226,8,16700,MORTGAGE,debt_consolidation,18,0
L65141,B,"$29,355",602.0,8 years,0.473,0.691,10,15900,MORTGAGE,other,62,1
L61874,A,"$22,938",556.0,5 years,0.298,0.162,3,21400,RENT,debt_consolidation,33,0
L64775,A,"$27,844",668.0,4 years,0.429,0.578,7,14500,MORTGAGE,debt_consolidation,37,1
L62456,B,"$25,823",600.0,< 1 year,0.364,0.812,7,4500,MORTGAGE,Major Purchase,45,1
L61222,B,"$42,785",610.0,5 years,0.488,0.22,10,3300,rent,major_purchase,51,0
L63731,A,"$32,568",757.0,3 years,0.293,0.253,9,32900,RENT,home_improvement,43,0
L60295,A,"$26,511",721.0,2 years,0.284,0.094,11,44900,MORTGAGE,home_improvement,33,0
L60709,A,"$231,141",684.0,5 years,0.185,0.348,7,17800,MORTGAGE,other,61,0
L62059,B,"$48,090",707.0,7 years,0.289,0.56,7,12200,MORTGAGE,debt consolidation,22,0
L64790,A,"$119,763",692.0,3 years,0.275,0.49,7,20900,RENT,Home Improvement,36,1
L63495,B,"$37,600",634.0,< 1 year,0.281,0.278,11,30200,OWN,debt_consolidation,18,1
L62329,A,"$18,478",626.0,9 years,0.346,0.047,7,12000,RENT,debt_consolidation,33,0
L62994,B,"$85,332",656.0,6 years,0.033,0.655,4,17700,Own,home_improvement,47,0
L64900,A,"$89,732",642.0,7 years,0.391,0.344,8,6400,MORTGAGE,debt_consolidation,43,0
L62970,B,"$67,701",754.0,4 years,0.342,0.346,6,21600,own,debt consolidation,51,0
L62666,B,"$40,612",648.0,7 years,0.231,0.392,9,25100,RENT,debt_consolidation,67,1
L62196,A,"$60,663",665.0,3 years,0.433,0.237,12,16300,MORTGAGE,Home Improvement,31,1
L64560,A,"$46,115",746.0,4 years,0.308,0.349,12,1000,Rent,debt_consolidation,44,0
L61942,B,"$61,998",688.0,10+ years,0.281,0.601,7,5900,mortgage,other,51,0
L61351,A,"$73,928",611.0,6 years,0.395,0.525,10,14400,MORTGAGE,debt_consolidation,39,1
L60189,B,"$30,025",643.0,4 years,0.268,0.211,7,29100,OWN,credit_card,61,0
L63594,A,"$64,900",715.0,3 years,0.175,0.585,14,20800,RENT,debt_consolidation,26,0
L64707,A,"$44,212",657.0,6 years,0.28,0.601,11,7600,rent,debt_consolidation,25,0
L61372,A,"$120,305",692.0,5 years,0.05,0.291,11,13400,OWN,credit_card,52,0
L61295,B,"$45,526",707.0,10+ years,0.288,0.045,5,1000,MORTGAGE,credit_card,39,0
L62485,A,"$45,994",694.0,6 years,0.04,0.769,10,1700,RENT,debt_consolidation,24,0
L60555,A,"$69,426",762.0,3 years,0.361,0.373,11,17500,MORTGAGE,debt_consolidation,46,1
L61110,A,"$48,692",728.0,6 years,0.428,0.052,7,2800,OWN,debt_consolidation,50,0
L61188,A,"$58,253",664.0,5 years,0.123,0.179,5,9000,MORTGAGE,major_purchase,28,0
L63719,B,"$68,269",710.0,< 1 year,0.353,0.491,8,18200,MORTGAGE,credit_card,44,0
L63627,A,"$30,578",683.0,4 years,0.089,0.26,10,12100,rent,debt_consolidation,52,0
L61217,A,"$41,904",697.0,5 years,0.279,0.494,5,11700,RENT,debt consolidation,57,0
L63827,A,"$46,228",682.0,< 1 year,0.241,0.294,7,16900,MORTGAGE,debt_consolidation,34,0
L60987,A,"$58,803",,8 years,0.252,0.543,11,9600,MORTGAGE,debt_consolidation,46,0
L64422,A,"$41,709",714.0,9 years,0.448,0.432,12,15000,Mortgage,debt_consolidation,49,0
L62047,A,"$95,688",695.0,2 years,0.107,0.023,13,11200,RENT,home_improvement,49,0
L61707,B,"$99,024",587.0,3 years,0.468,1.126,9,16500,RENT,credit_card,51,1
L60667,A,"$113,197",785.0,2 years,0.525,0.451,10,12000,MORTGAGE,major_purchase,18,1
L62423,B,"$34,618",674.0,7 years,0.443,0.332,5,17700,rent,debt_consolidation,49,1
L60056,B,"$55,301",706.0,4 years,0.335,0.496,5,30900,MORTGAGE,Credit Card,57,0
L63694,A,"$30,755",751.0,10+ years,0.418,0.649,10,4400,MORTGAGE,Medical,43,0
L61053,A,"$60,675",718.0,8 years,0.352,0.398,13,6400,MORTGAGE,debt consolidation,49,1
L62528,A,"$44,524",678.0,5 years,0.439,0.37,9,22700,OWN,credit_card,51,1
L63034,A,"$35,655",633.0,10+ years,0.336,0.523,9,10400,OWN,debt_consolidation,37,1
L63420,B,"$56,884",691.0,2 years,0.458,0.269,4,24700,MORTGAGE,Debt Consolidation,37,1
L64093,B,"$75,966",688.0,6 years,0.39,0.734,8,19000,MORTGAGE,debt_consolidation,44,0
L60703,B,"$33,760",738.0,3 years,0.277,0.598,10,3300,MORTGAGE,debt consolidation,43,1
L62768,B,"$44,514",679.0,7 years,0.406,0.574,10,14300,Mortgage,major_purchase,54,0
L63557,B,"$44,364",619.0,3 years,0.517,0.894,11,4300,MORTGAGE,debt consolidation,32,1
L60016,B,"$21,720",648.0,5 years,0.298,0.408,6,9500,MORTGAGE,other,64,1
L64548,A,"$36,664",687.0,1 years,0.064,0.586,11,7400,Own,other,46,0
L60134,A,"$19,460",668.0,3 years,0.36,0.0,10,25500,OWN,medical,38,0
L64097,B,"$44,309",592.0,< 1 year,0.119,0.464,6,20100,Mortgage,credit card,47,0
L60437,A,"$23,980",609.0,4 years,0.141,0.032,5,8500,RENT,debt_consolidation,48,0
L63634,A,"$80,536",689.0,5 years,0.292,0.169,8,34000,MORTGAGE,other,50,0
L65085,B,"$60,803",618.0,5 years,0.294,0.911,5,21400,Own,debt consolidation,55,0
L64816,A,"$75,568",705.0,4 years,0.315,0.328,9,27100,OWN,home_improvement,37,0
L63758,B,"$67,806",568.0,10+ years,0.299,0.398,12,25300,RENT,credit_card,35,1
L60444,B,"$75,052",758.0,1 years,0.336,0.436,4,22700,MORTGAGE,home_improvement,33,0
L62566,A,"$39,073",678.0,6 years,0.282,0.69,18,5400,Own,credit_card,38,0
L63239,A,"$89,513",709.0,3 years,0.277,0.408,10,15500,rent,credit_card,29,0
L62747,A,"$36,372",749.0,2 years,0.458,0.558,13,10100,Own,Credit Card,35,0
L62256,B,"$85,820",561.0,< 1 year,0.24,0.255,8,23500,MORTGAGE,debt consolidation,47,0
L61191,A,"$68,418",777.0,10+ years,0.35,0.513,5,23000,MORTGAGE,credit_card,64,0
L64288,B,"$48,409",697.0,10+ years,0.279,0.236,4,20100,RENT,debt_consolidation,39,0
L61086,A,"$50,316",654.0,10+ years,0.285,0.513,11,22200,Rent,credit_card,32,0
L60425,A,"$71,700",648.0,2 years,0.103,0.366,7,19400,MORTGAGE,Debt Consolidation,48,0
L63982,B,"$50,707",677.0,4 years,0.265,0.862,12,8800,own,debt_consolidation,47,0
L61113,A,"$61,129",595.0,4 years,0.191,0.223,9,16000,mortgage,debt_consolidation,42,0
L60274,B,"$64,573",664.0,8 years,0.263,0.304,5,22400,MORTGAGE,credit_card,19,1
L65117,B,"$124,819",767.0,3 years,0.071,0.81,9,13600,MORTGAGE,debt_consolidation,37,0
L61180,A,"$35,961",807.0,6 years,0.103,0.158,11,10800,rent,other,18,0
L63666,A,"$36,144",624.0,10+ years,0.421,0.311,18,14400,MORTGAGE,debt consolidation,47,1
L62523,A,"$105,615",717.0,2 years,0.448,0.0,10,10700,MORTGAGE,debt consolidation,43,0
L63064,B,"$27,907",628.0,5 years,0.386,0.379,5,17900,Rent,Major Purchase,27,1
L63624,B,"$85,217",717.0,3 years,0.155,0.73,8,9200,OWN,home_improvement,64,0
L61535,A,"$57,339",579.0,< 1 year,0.312,0.594,8,13200,OWN,credit_card,64,0
L63817,B,"$54,401",642.0,6 years,0.496,0.689,10,2100,RENT,medical,58,1
L65135,B,"$42,864",740.0,6 years,0.0,0.388,4,21100,MORTGAGE,credit_card,38,0
L62695,A,"$57,652",678.0,6 years,0.122,0.54,11,18800,MORTGAGE,Home Improvement,40,0
L63835,A,"$66,206",718.0,6 years,0.483,0.493,8,14500,RENT,debt_consolidation,30,1
L63895,B,"$49,460",739.0,5 years,0.255,0.452,8,25100,MORTGAGE,home_improvement,52,0
L60870,B,"$86,980",653.0,10+ years,0.308,0.419,6,11000,MORTGAGE,credit_card,37,0
L60767,B,"$70,720",703.0,8 years,0.187,0.743,9,18000,Mortgage,credit_card,50,0
L61953,B,"$49,580",732.0,2 years,0.133,0.622,11,9300,RENT,major_purchase,32,0
L65070,A,"$136,186",826.0,7 years,0.336,0.632,12,20300,RENT,debt_consolidation,38,0
L62237,A,"$68,534",726.0,10+ years,0.199,0.505,9,11500,MORTGAGE,home_improvement,25,0
L61204,B,"$141,500",665.0,7 years,0.18,0.313,12,18100,mortgage,Credit Card,26,0
L64275,A,"$76,110",746.0,4 years,0.366,0.671,14,22000,RENT,credit_card,35,0
L65094,B,"$39,670",726.0,8 years,0.438,0.295,8,23600,Mortgage,Major Purchase,58,0
L61121,B,"$32,529",777.0,6 years,0.282,0.331,7,14600,RENT,home_improvement,28,0
L62902,B,"$39,209",680.0,7 years,0.274,0.179,4,13900,RENT,credit_card,39,0
L61961,B,"$41,313",725.0,< 1 year,0.148,0.424,6,27100,own,home_improvement,56,1
L65041,A,"$38,538",695.0,2 years,0.15,0.914,9,10000,own,debt_consolidation,34,0
L63473,B,"$84,993",716.0,1 years,0.227,0.438,5,25200,MORTGAGE,medical,42,0
L63776,B,"$98,393",676.0,2 years,0.343,0.073,5,12300,RENT,Major Purchase,52,0
L60863,A,"$30,684",774.0,10+ years,0.166,0.892,8,36600,Mortgage,debt_consolidation,19,0
L62722,A,"$96,504",612.0,10+ years,0.239,0.404,15,13000,RENT,credit_card,34,0
L64441,A,"$36,117",667.0,8 years,0.385,0.36,12,29300,MORTGAGE,debt_consolidation,39,0
L61274,B,"$29,136",724.0,2 years,0.39,0.034,5,2100,MORTGAGE,debt_consolidation,40,0
L61319,A,"$20,795",651.0,< 1 year,0.285,0.623,8,10600,RENT,medical,32,0
L63708,B,"$87,745",570.0,4 years,0.302,0.428,9,11800,MORTGAGE,home_improvement,35,0
L60050,A,"$47,986",736.0,10+ years,0.183,0.671,10,14900,OWN,credit_card,43,0
L64557,B,"$71,272",688.0,< 1 year,0.427,0.305,8,19400,RENT,debt_consolidation,48,1
L64216,B,"$81,549",644.0,3 years,0.456,0.311,6,19200,Rent,credit_card,51,1
L64863,B,"$109,615",777.0,2 years,0.342,0.17,6,25400,mortgage,debt_consolidation,43,0
L61316,B,n/a,507.0,5 years,0.136,0.75,13,1000,MORTGAGE,Debt Consolidation,40,1
L60074,B,"$45,690",735.0,4 years,0.358,0.443,7,7500,MORTGAGE,debt_consolidation,60,1
L61967,B,"$99,146",716.0,7 years,0.478,0.489,9,26300,RENT,debt_consolidation,34,1
L61216,B,"$109,983",618.0,3 years,0.545,0.723,4,25300,MORTGAGE,credit_card,36,1
L64092,A,"$90,700",723.0,2 years,0.206,0.273,8,23000,MORTGAGE,credit_card,37,0
L60843,B,"$34,315",675.0,5 years,0.3,0.338,6,2000,MORTGAGE,other,39,1
L62338,A,"$49,180",583.0,10+ years,0.333,0.784,6,10800,RENT,Other,40,0
L62740,A,"$47,018",644.0,10+ years,0.2,0.554,10,23200,RENT,credit_card,38,0
L61285,B,"$82,144",657.0,9 years,0.294,0.449,8,13800,RENT,debt_consolidation,58,1
L61994,A,"$107,844",685.0,8 years,0.078,0.125,6,30400,MORTGAGE,debt_consolidation,20,0
L60478,A,"$32,568",702.0,6 years,0.149,0.529,14,14600,RENT,debt_consolidation,39,0
L63461,A,"$77,864",682.0,6 years,0.192,0.204,6,13500,RENT,Debt Consolidation,55,0
L64170,A,"$47,975",677.0,4 years,0.446,0.554,3,17500,RENT,debt consolidation,43,0
L60574,B,"$55,168",749.0,4 years,0.358,0.495,4,20100,MORTGAGE,medical,51,1
L61456,B,"$48,690",520.0,9 years,0.274,0.437,10,20600,rent,debt_consolidation,40,1
L63668,A,"$53,472",599.0,2 years,0.498,0.405,9,7100,MORTGAGE,Debt Consolidation,34,1
L64076,B,"$39,582",708.0,5 years,0.482,0.685,10,28900,RENT,credit_card,49,0
L62365,B,"$51,666",771.0,3 years,0.283,0.564,6,10600,RENT,debt consolidation,52,0
L60654,A,"$104,793",723.0,3 years,0.23,0.303,13,19800,MORTGAGE,home_improvement,38,0
L63806,B,"$71,271",787.0,4 years,0.316,0.17,6,9600,OWN,credit_card,60,0
L64647,B,"$59,043",633.0,1 years,0.403,0.818,13,3300,OWN,other,48,1
L63740,B,"$43,464",566.0,4 years,0.274,0.465,7,13700,RENT,debt_consolidation,30,0
L61233,A,"$45,247",646.0,10 years,0.02,0.292,9,11400,MORTGAGE,debt_consolidation,39,0
L62309,B,"$55,212",685.0,10+ years,0.248,0.416,9,7800,mortgage,Medical,50,0
L64007,A,"$58,992",681.0,10+ years,0.11,0.37,5,21800,RENT,Credit Card,43,0
L63718,A,"$44,931",610.0,3 years,0.223,0.521,10,5700,MORTGAGE,major_purchase,33,1
L62561,B,"$71,257",626.0,10+ years,0.149,0.329,8,14200,RENT,debt_consolidation,47,0
L63384,B,"$34,600",743.0,2 years,0.115,0.499,5,11500,MORTGAGE,major_purchase,42,1
L60440,B,"$31,924",619.0,3 years,0.186,0.439,6,23800,MORTGAGE,other,28,0
L60983,B,"$75,603",678.0,10+ years,0.442,0.361,9,12800,MORTGAGE,medical,26,0
L61880,A,"$99,845",713.0,7 years,0.403,0.229,10,11800,MORTGAGE,debt consolidation,40,0
L63448,A,"$77,410",710.0,1 years,0.143,0.786,12,1200,RENT,debt_consolidation,30,0
L60205,B,"$89,987",701.0,4 years,0.339,0.437,2,23500,MORTGAGE,credit_card,47,0
L65121,A,"$89,787",698.0,7 years,0.427,0.56,7,13300,MORTGAGE,Other,48,1
L63360,B,"$33,691",691.0,4 years,0.32,0.31,6,4200,rent,debt_consolidation,40,0
L62104,A,"$67,500",712.0,10+ years,0.387,0.541,12,8000,RENT,debt_consolidation,42,0
L63756,A,"$73,241",751.0,4 years,0.324,0.144,6,14800,MORTGAGE,Credit Card,47,0
L61408,A,"$43,734",584.0,8 years,0.193,0.168,8,2400,RENT,major_purchase,28,1
L65109,A,"$98,473",703.0,9 years,0.454,0.352,9,6300,RENT,home_improvement,42,1
L60531,A,"$38,510",652.0,6 years,0.285,0.364,5,4100,RENT,major_purchase,34,0
L63722,A,n/a,683.0,4 years,0.252,0.111,7,3100,MORTGAGE,debt consolidation,51,0
L60979,B,"$46,441",643.0,10+ years,0.28,0.166,5,17600,RENT,debt_consolidation,42,0
L60589,B,"$67,687",676.0,5 years,0.121,0.879,8,29300,OWN,debt_consolidation,41,0
L62285,A,"$59,035",562.0,4 years,0.434,0.455,8,24700,RENT,credit_card,48,1
L61904,B,"$47,598",568.0,6 years,0.359,0.314,8,1000,MORTGAGE,credit_card,31,0
L61450,A,"$22,380",780.0,10+ years,0.162,0.074,6,20300,MORTGAGE,debt_consolidation,30,0
L61173,A,"$46,285",741.0,6 years,0.318,1.018,5,30100,MORTGAGE,medical,42,1
L60605,A,"$61,882",719.0,2 years,0.193,0.385,12,31600,RENT,debt_consolidation,25,1
L61785,B,"$40,660",712.0,2 years,0.255,0.648,13,3500,MORTGAGE,home_improvement,63,1
L60175,A,"$125,615",674.0,10+ years,0.163,0.575,9,16300,OWN,debt consolidation,48,0
L64955,B,"$67,253",609.0,3 years,0.278,0.596,9,17800,MORTGAGE,major_purchase,41,0
L61480,A,"$62,632",728.0,8 years,0.526,0.531,5,18900,RENT,credit_card,26,0
L63482,B,"$26,083",604.0,< 1 year,0.433,0.187,10,34700,RENT,credit_card,23,1
L60412,A,"$66,472",733.0,7 years,0.17,0.504,6,36500,RENT,debt_consolidation,55,1
L61390,B,"$54,611",758.0,4 years,0.32,0.724,10,1100,RENT,Credit Card,27,0
L61341,A,"$94,065",696.0,6 years,0.397,0.47,6,1000,RENT,Home Improvement,51,0
L65194,A,"$39,619",602.0,10+ years,0.174,0.333,15,6700,mortgage,debt_consolidation,38,1
L62077,B,"$62,769",625.0,4 years,0.333,0.315,10,13400,MORTGAGE,other,43,1
L63743,A,"$69,698",830.0,10+ years,0.172,0.544,12,15700,RENT,home_improvement,40,0
L63630,A,"$139,942",752.0,10 years,0.319,0.331,9,19500,RENT,debt_consolidation,56,0
L65118,A,"$90,807",743.0,2 years,0.294,0.41,9,7200,MORTGAGE,debt consolidation,63,0
L63371,A,"$52,611",655.0,5 years,0.36,0.532,11,3100,MORTGAGE,other,46,0
L60078,B,"$45,934",730.0,10+ years,0.401,0.152,2,19900,OWN,credit_card,25,0
L62907,B,"$35,334",698.0,10+ years,0.507,0.61,8,14300,RENT,home_improvement,50,1
L64188,A,"$44,557",715.0,8 years,0.38,0.148,10,18700,MORTGAGE,home_improvement,21,0
L64444,B,"$88,938",696.0,2 years,0.165,0.56,6,4100,RENT,credit_card,68,0
L63824,B,"$83,097",638.0,2 years,0.36,0.132,9,5100,Mortgage,debt consolidation,34,0
L60264,B,"$62,552",702.0,9 years,0.352,0.417,5,20600,RENT,major_purchase,51,0
L64394,A,"$24,101",640.0,5 years,0.204,0.369,5,21200,rent,home_improvement,30,0
L61598,A,"$27,998",735.0,4 years,0.237,0.434,7,10400,MORTGAGE,debt_consolidation,37,0
L62322,A,"$25,395",694.0,6 years,0.26,0.435,9,12900,MORTGAGE,Debt Consolidation,37,0
L64360,A,"$43,006",669.0,5 years,0.214,0.802,12,1000,RENT,home_improvement,44,0
L65057,A,"$43,067",720.0,6 years,0.431,0.384,8,1000,MORTGAGE,medical,45,1
L64715,B,"$44,345",678.0,10 years,0.459,0.519,7,9900,MORTGAGE,credit_card,26,1
L64875,B,"$104,282",697.0,6 years,0.423,1.025,11,18000,RENT,other,42,0
L61178,A,"$50,755",676.0,6 years,0.23,0.795,13,8300,OWN,major_purchase,33,0
L62070,A,"$148,498",673.0,10+ years,0.271,0.538,15,9900,mortgage,credit_card,26,0
L63786,B,"$63,298",722.0,4 years,0.38,0.45,8,10200,OWN,Debt Consolidation,30,0
L64876,B,"$37,071",689.0,5 years,0.48,0.183,7,6800,RENT,credit_card,26,0
L62386,B,"$51,703",699.0,8 years,0.339,0.034,6,1000,OWN,Major Purchase,41,0
L62275,B,"$121,622",716.0,6 years,0.165,0.478,4,20500,MORTGAGE,debt consolidation,25,0
L61340,A,"$71,416",773.0,2 years,0.346,0.269,9,26600,RENT,debt_consolidation,51,0
L65086,B,"$93,475",663.0,5 years,0.267,0.717,7,32500,RENT,Medical,33,0
L63237,B,"$128,250",595.0,5 years,0.489,0.461,7,16400,mortgage,major_purchase,46,1
L62640,B,"$90,980",737.0,3 years,0.367,0.247,12,21500,RENT,credit_card,30,0
L64220,A,"$123,140",751.0,10+ years,0.245,0.453,5,15900,rent,credit_card,59,0
